Name,Team,Stat,Line,Versus,Odds_Type,Scraped_At
Malik Monk,SAC,Points,11.5,DET,Standard,2026-01-25 10:35
Kentavious Caldwell-Pope,MEM,Pts+Asts,11.5,DEN,Standard,2026-01-25 10:35
Egor Dëmin,BKN,Points,11.5,LAC,Standard,2026-01-25 10:35
Tobias Harris,DET,Points,11.5,SAC,Standard,2026-01-25 10:35
Kentavious Caldwell-Pope,MEM,Pts+Rebs,11.5,DEN,Standard,2026-01-25 10:35
Shai Gilgeous-Alexander,OKC,Rebs+Asts,11.5,TOR,Standard,2026-01-25 10:35
Jaylin Williams,OKC,Pts+Rebs,11.5,TOR,Standard,2026-01-25 10:35
Cason Wallace,OKC,Pts+Asts,11.5,TOR,Standard,2026-01-25 10:35
Kris Dunn,LAC,Pts+Asts,11.5,BKN,Standard,2026-01-25 10:35
Devin Vassell,SAS,Points,11.5,NOP,Standard,2026-01-25 10:35
Moses Moody,GSW,Points,11.5,MIN,Standard,2026-01-25 10:35
Rudy Gobert,MIN,Rebounds,11.5,GSW,Standard,2026-01-25 10:35
Draymond Green,GSW,Rebs+Asts,11.5,MIN,Standard,2026-01-25 10:35
Harrison Barnes,SAS,Pts+Rebs,11.5,NOP,Standard,2026-01-25 10:35
Nic Claxton,BKN,Points,11.5,LAC,Standard,2026-01-25 10:35
Mark Williams,PHX,Points,11.5,MIA,Standard,2026-01-25 10:35
Klay Thompson,DAL,Pts+Asts,11.5,MIL,Standard,2026-01-25 10:35
P.J. Washington,DAL,Points,11.5,MIL,Standard,2026-01-25 10:35
Caleb Martin,DAL,Pts+Rebs+Asts,11.5,MIL,Standard,2026-01-25 10:35
Moses Moody,GSW,Pts+Asts,11.5,MIN,Standard,2026-01-25 10:35
Buddy Hield,GSW,Pts+Rebs+Asts,11.5,MIN,Standard,2026-01-25 10:35
Cooper Flagg,DAL,Rebs+Asts,11.5,MIL,Standard,2026-01-25 10:35
AJ Green,MIL,Points,11.5,DAL,Standard,2026-01-25 10:35
Jeremiah Fears,NOP,Points,11.0,SAS,Standard,2026-01-25 10:35
Ivica Zubac,LAC,Rebounds,11.0,BKN,Standard,2026-01-25 10:35
Julian Champagnie,SAS,Points,11.0,NOP,Standard,2026-01-25 10:35
Derik Queen,NOP,Points,10.5,SAS,Standard,2026-01-25 10:35
Harrison Barnes,SAS,Pts+Asts,10.5,NOP,Standard,2026-01-25 10:35
Herbert Jones,NOP,Pts+Asts,10.5,SAS,Standard,2026-01-25 10:35
Isaiah Joe,OKC,Points,10.5,TOR,Standard,2026-01-25 10:35
Drake Powell,BKN,Pts+Asts,10.5,LAC,Standard,2026-01-25 10:35
Drake Powell,BKN,Pts+Rebs,10.5,LAC,Standard,2026-01-25 10:35
Herbert Jones,NOP,Pts+Rebs,10.5,SAS,Standard,2026-01-25 10:35
Buddy Hield,GSW,Pts+Rebs,10.5,MIN,Standard,2026-01-25 10:35
Luguentz Dort,OKC,Points,10.5,TOR,Standard,2026-01-25 10:35
Collin Murray-Boyles,TOR,Rebs+Asts,10.5,OKC,Standard,2026-01-25 10:35
Rudy Gobert,MIN,Points,10.5,GSW,Standard,2026-01-25 10:35
Collin Gillespie,PHX,Rebs+Asts,10.5,MIA,Standard,2026-01-25 10:35
Klay Thompson,DAL,Points,10.5,MIL,Standard,2026-01-25 10:35
Dwight Powell,DAL,Pts+Rebs,10.5,MIL,Standard,2026-01-25 10:35
Royce O'Neale,PHX,Points,10.5,MIA,Standard,2026-01-25 10:35
Pelle Larsson,MIA,Points,10.5,PHX,Standard,2026-01-25 10:35
Simone Fontecchio,MIA,Points,10.5,PHX,Standard,2026-01-25 10:35
Bam Adebayo,MIA,Rebounds,10.5,PHX,Standard,2026-01-25 10:35
Jalen Pickett,DEN,Rebs+Asts,10.5,MEM,Standard,2026-01-25 10:35
Jock Landale,MEM,Rebs+Asts,10.5,DEN,Standard,2026-01-25 10:35
Jalen Pickett,DEN,Points,10.5,MEM,Standard,2026-01-25 10:35
Dennis Schröder,SAC,Points,10.5,DET,Standard,2026-01-25 10:35
Duncan Robinson,DET,Points,10.5,SAC,Standard,2026-01-25 10:35
Ausar Thompson,DET,Points,10.5,SAC,Standard,2026-01-25 10:35
Precious Achiuwa,SAC,Pts+Rebs,10.5,DET,Standard,2026-01-25 10:35
Kris Dunn,LAC,Pts+Rebs,10.5,BKN,Standard,2026-01-25 10:35
Nic Claxton,BKN,Rebs+Asts,10.5,LAC,Standard,2026-01-25 10:35
De'Aaron Fox,SAS,Rebs+Asts,10.0,NOP,Standard,2026-01-25 10:35
Domantas Sabonis,SAC,Rebounds,10.0,DET,Standard,2026-01-25 10:35
Jalen Duren,DET,Rebounds,10.0,SAC,Standard,2026-01-25 10:35
Michael Porter,BKN,Rebs+Asts,9.5,LAC,Standard,2026-01-25 10:35
Collin Murray-Boyles,TOR,Points,9.5,OKC,Standard,2026-01-25 10:35
Immanuel Quickley,TOR,Rebs+Asts,9.5,OKC,Standard,2026-01-25 10:35
Chet Holmgren,OKC,Rebounds,9.5,TOR,Standard,2026-01-25 10:35
Cason Wallace,OKC,Points,9.5,TOR,Standard,2026-01-25 10:35
Dylan Harper,SAS,Points,9.5,NOP,Standard,2026-01-25 10:35
Kyle Kuzma,MIL,Rebs+Asts,9.5,DAL,Standard,2026-01-25 10:35
GG Jackson,MEM,Points,9.5,DEN,Standard,2026-01-25 10:35
Cedric Coward,MEM,Rebs+Asts,9.5,DEN,Standard,2026-01-25 10:35
Anthony Edwards,MIN,Rebs+Asts,9.5,GSW,Standard,2026-01-25 10:35
Al Horford,GSW,Pts+Asts,9.5,MIN,Standard,2026-01-25 10:35
Davion Mitchell,MIA,Pts+Rebs,9.5,PHX,Standard,2026-01-25 10:35
Jaime Jaquez,MIA,Rebs+Asts,9.5,PHX,Standard,2026-01-25 10:35
Quinten Post,GSW,Pts+Rebs,9.5,MIN,Standard,2026-01-25 10:35
Naz Reid,MIN,Rebs+Asts,9.5,GSW,Standard,2026-01-25 10:35
Naji Marshall,DAL,Rebs+Asts,9.5,MIL,Standard,2026-01-25 10:35
Danny Wolf,BKN,Points,9.5,LAC,Standard,2026-01-25 10:35
Isaiah Stewart,DET,Pts+Asts,9.5,SAC,Standard,2026-01-25 10:35
Russell Westbrook,SAC,Rebs+Asts,9.5,DET,Standard,2026-01-25 10:35
Spencer Jones,DEN,Pts+Asts,9.5,MEM,Standard,2026-01-25 10:35
Jonas Valančiūnas,DEN,Rebounds,9.5,MEM,Standard,2026-01-25 10:35
Brandin Podziemski,GSW,Rebs+Asts,9.0,MIN,Standard,2026-01-25 10:35
Donte DiVincenzo,MIN,Rebs+Asts,9.0,GSW,Standard,2026-01-25 10:35
Draymond Green,GSW,Points,9.0,MIN,Standard,2026-01-25 10:35
Davion Mitchell,MIA,Rebs+Asts,8.5,PHX,Standard,2026-01-25 10:35
Vince Williams,MEM,Rebs+Asts,8.5,DEN,Standard,2026-01-25 10:35
Kentavious Caldwell-Pope,MEM,Points,8.5,DEN,Standard,2026-01-25 10:35
Vince Williams,MEM,Points,8.5,DEN,Standard,2026-01-25 10:35
Ronald Holland,DET,Points,8.5,SAC,Standard,2026-01-25 10:35
Spencer Jones,DEN,Points,8.5,MEM,Standard,2026-01-25 10:35
Jock Landale,MEM,Rebounds,8.5,DEN,Standard,2026-01-25 10:35
Jamal Murray,DEN,Assists,8.5,MEM,Standard,2026-01-25 10:35
Cam Spencer,MEM,Assists,8.5,DEN,Standard,2026-01-25 10:35
Kenrich Williams,OKC,Rebs+Asts,8.5,TOR,Standard,2026-01-25 10:35
Jaylin Williams,OKC,Rebs+Asts,8.5,TOR,Standard,2026-01-25 10:35
Isaiah Stewart,DET,Points,8.5,SAC,Standard,2026-01-25 10:35
Royce O'Neale,PHX,Rebs+Asts,8.5,MIA,Standard,2026-01-25 10:35
Buddy Hield,GSW,Pts+Asts,8.5,MIN,Standard,2026-01-25 10:35
Mike Conley,MIN,Pts+Rebs+Asts,8.5,GSW,Standard,2026-01-25 10:35
James Harden,LAC,Assists,8.5,BKN,Standard,2026-01-25 10:35
Drake Powell,BKN,Points,8.5,LAC,Standard,2026-01-25 10:35
Trey Murphy,NOP,Rebs+Asts,8.5,SAS,Standard,2026-01-25 10:35
Harrison Barnes,SAS,Points,8.5,NOP,Standard,2026-01-25 10:35
Nolan Traore,BKN,Points,8.5,LAC,Standard,2026-01-25 10:35
Bobby Portis,MIL,Rebounds,8.5,DAL,Standard,2026-01-25 10:35
Cole Anthony,MIL,Rebs+Asts,8.5,DAL,Standard,2026-01-25 10:35
Caleb Martin,DAL,Pts+Rebs,8.5,MIL,Standard,2026-01-25 10:35
Gary Trent,MIL,Points,8.5,DAL,Standard,2026-01-25 10:35
Kenrich Williams,OKC,Points,8.5,TOR,Standard,2026-01-25 10:35
Jaden Ivey,DET,Points,8.5,SAC,Standard,2026-01-25 10:35
Scottie Barnes,TOR,Rebounds,8.0,OKC,Standard,2026-01-25 10:35
Buddy Hield,GSW,Points,7.5,MIN,Standard,2026-01-25 10:35
Derik Queen,NOP,Rebounds,7.5,SAS,Standard,2026-01-25 10:35
Al Horford,GSW,Rebs+Asts,7.5,MIN,Standard,2026-01-25 10:35
Herbert Jones,NOP,Points,7.5,SAS,Standard,2026-01-25 10:35
Julian Champagnie,SAS,Rebs+Asts,7.5,NOP,Standard,2026-01-25 10:35
Kris Dunn,LAC,Points,7.5,BKN,Standard,2026-01-25 10:35
Andrew Wiggins,MIA,Rebs+Asts,7.5,PHX,Standard,2026-01-25 10:35
Jaden McDaniels,MIN,Rebs+Asts,7.5,GSW,Standard,2026-01-25 10:35
Ausar Thompson,DET,Rebs+Asts,7.5,SAC,Standard,2026-01-25 10:35
Grayson Allen,PHX,Rebs+Asts,7.5,MIA,Standard,2026-01-25 10:35
Nic Claxton,BKN,Rebounds,7.0,LAC,Standard,2026-01-25 10:35
Kris Dunn,LAC,Rebs+Asts,7.0,BKN,Standard,2026-01-25 10:35
Ryan Rollins,MIL,Assists,7.0,DAL,Standard,2026-01-25 10:35
Aaron Wiggins,OKC,Rebs+Asts,7.0,TOR,Standard,2026-01-25 10:35
Luke Kornet,SAS,Points,6.5,NOP,Standard,2026-01-25 10:35
Luke Kornet,SAS,Rebounds,6.5,NOP,Standard,2026-01-25 10:35
Mike Conley,MIN,Pts+Asts,6.5,GSW,Standard,2026-01-25 10:35
Day'Ron Sharpe,BKN,Points,6.5,LAC,Standard,2026-01-25 10:35
Cooper Flagg,DAL,Rebounds,6.5,MIL,Standard,2026-01-25 10:35
Day'Ron Sharpe,BKN,Rebounds,6.5,LAC,Standard,2026-01-25 10:35
Davion Mitchell,MIA,Points,6.5,PHX,Standard,2026-01-25 10:35
Precious Achiuwa,SAC,Points,6.5,DET,Standard,2026-01-25 10:35
Quinten Post,GSW,Pts+Asts,6.5,MIN,Standard,2026-01-25 10:35
Spencer Jones,DEN,Rebs+Asts,6.5,MEM,Standard,2026-01-25 10:35
Peyton Watson,DEN,Rebounds,6.5,MEM,Standard,2026-01-25 10:35
Oso Ighodaro,PHX,Points,6.5,MIA,Standard,2026-01-25 10:35
Al Horford,GSW,Points,6.5,MIN,Standard,2026-01-25 10:35
Dylan Harper,SAS,Rebs+Asts,6.5,NOP,Standard,2026-01-25 10:35
Yves Missi,NOP,Rebs+Asts,6.5,SAS,Standard,2026-01-25 10:35
Naz Reid,MIN,Rebounds,6.5,GSW,Standard,2026-01-25 10:35
Kyle Kuzma,MIL,Rebounds,6.5,DAL,Standard,2026-01-25 10:35
Brandon Williams,DAL,Rebs+Asts,6.5,MIL,Standard,2026-01-25 10:35
Saddiq Bey,NOP,Rebs+Asts,6.5,SAS,Standard,2026-01-25 10:35
Tobias Harris,DET,Rebs+Asts,6.0,SAC,Standard,2026-01-25 10:35
Quinten Post,GSW,Points,6.0,MIN,Standard,2026-01-25 10:35
Jalen Pickett,DEN,Assists,5.5,MEM,Standard,2026-01-25 10:35
John Collins,LAC,Rebs+Asts,5.5,BKN,Standard,2026-01-25 10:35
Brook Lopez,LAC,Points,5.5,BKN,Standard,2026-01-25 10:35
P.J. Washington,DAL,Rebounds,5.5,MIL,Standard,2026-01-25 10:35
Immanuel Quickley,TOR,Assists,5.5,OKC,Standard,2026-01-25 10:35
Julius Randle,MIN,Assists,5.5,GSW,Standard,2026-01-25 10:35
Collin Gillespie,PHX,Assists,5.5,MIA,Standard,2026-01-25 10:35
Oso Ighodaro,PHX,Rebounds,5.5,MIA,Standard,2026-01-25 10:35
Draymond Green,GSW,Assists,5.5,MIN,Standard,2026-01-25 10:35
Mike Conley,MIN,Pts+Rebs,5.5,GSW,Standard,2026-01-25 10:35
De'Anthony Melton,GSW,Rebs+Asts,5.5,MIN,Standard,2026-01-25 10:35
Jeremiah Fears,NOP,Rebs+Asts,5.5,SAS,Standard,2026-01-25 10:35
AJ Green,MIL,Rebs+Asts,5.5,DAL,Standard,2026-01-25 10:35
Zion Williamson,NOP,Rebounds,5.5,SAS,Standard,2026-01-25 10:35
Yves Missi,NOP,Rebounds,5.5,SAS,Standard,2026-01-25 10:35
Yves Missi,NOP,Points,5.5,SAS,Standard,2026-01-25 10:35
Ryan Rollins,MIL,Rebounds,5.0,DAL,Standard,2026-01-25 10:35
Stephon Castle,SAS,Rebounds,5.0,NOP,Standard,2026-01-25 10:35
Naji Marshall,DAL,Rebounds,5.0,MIL,Standard,2026-01-25 10:35
Al Horford,GSW,Rebounds,5.0,MIN,Standard,2026-01-25 10:35
Jalen Pickett,DEN,Rebounds,5.0,MEM,Standard,2026-01-25 10:35
Aaron Wiggins,OKC,Rebounds,4.5,TOR,Standard,2026-01-25 10:35
Saddiq Bey,NOP,Rebounds,4.5,SAS,Standard,2026-01-25 10:35
Cooper Flagg,DAL,Assists,4.5,MIL,Standard,2026-01-25 10:35
Jaden McDaniels,MIN,Rebounds,4.5,GSW,Standard,2026-01-25 10:35
Stephen Curry,GSW,3-PT,4.5,MIN,Standard,2026-01-25 10:35
Andrew Wiggins,MIA,Rebounds,4.5,PHX,Standard,2026-01-25 10:35
Cade Cunningham,DET,Rebounds,4.5,SAC,Standard,2026-01-25 10:35
James Harden,LAC,Rebounds,4.5,BKN,Standard,2026-01-25 10:35
John Konchar,MEM,Points,4.5,DEN,Standard,2026-01-25 10:35
Donte DiVincenzo,MIN,Rebounds,4.5,GSW,Standard,2026-01-25 10:35
Donte DiVincenzo,MIN,Assists,4.5,GSW,Standard,2026-01-25 10:35
Vince Williams,MEM,Assists,4.5,DEN,Standard,2026-01-25 10:35
Ronald Holland,DET,Rebounds,4.5,SAC,Standard,2026-01-25 10:35
Russell Westbrook,SAC,Rebounds,4.0,DET,Standard,2026-01-25 10:35
Tobias Harris,DET,Rebounds,4.0,SAC,Standard,2026-01-25 10:35
Dylan Harper,SAS,Assists,3.5,NOP,Standard,2026-01-25 10:35
Mike Conley,MIN,Points,3.5,GSW,Standard,2026-01-25 10:35
Trey Murphy,NOP,Assists,3.5,SAS,Standard,2026-01-25 10:35
Grayson Allen,PHX,Rebounds,3.5,MIA,Standard,2026-01-25 10:35
Domantas Sabonis,SAC,Assists,3.5,DET,Standard,2026-01-25 10:35
Michael Porter,BKN,3-PT,3.5,LAC,Standard,2026-01-25 10:35
Anthony Edwards,MIN,3-PT,3.5,GSW,Standard,2026-01-25 10:35
Klay Thompson,DAL,Rebs+Asts,3.5,MIL,Standard,2026-01-25 10:35
Max Christie,DAL,Rebounds,3.5,MIL,Standard,2026-01-25 10:35
Brandon Williams,DAL,Assists,3.5,MIL,Standard,2026-01-25 10:35
Cason Wallace,OKC,Rebounds,3.5,TOR,Standard,2026-01-25 10:35
Caleb Martin,DAL,Rebounds,3.5,MIL,Standard,2026-01-25 10:35
Cole Anthony,MIL,Rebounds,3.5,DAL,Standard,2026-01-25 10:35
Kentavious Caldwell-Pope,MEM,Assists,2.5,DEN,Standard,2026-01-25 10:35
Norman Powell,MIA,Assists,2.5,PHX,Standard,2026-01-25 10:35
Duncan Robinson,DET,3-PT,2.5,SAC,Standard,2026-01-25 10:35
Egor Dëmin,BKN,Rebounds,2.5,LAC,Standard,2026-01-25 10:35
Norman Powell,MIA,3-PT,2.5,PHX,Standard,2026-01-25 10:35
Andrew Wiggins,MIA,Assists,2.5,PHX,Standard,2026-01-25 10:35
Jamal Murray,DEN,Turnovers,2.5,MEM,Standard,2026-01-25 10:35
Kentavious Caldwell-Pope,MEM,Rebounds,2.5,DEN,Standard,2026-01-25 10:35
Royce O'Neale,PHX,3-PT,2.5,MIA,Standard,2026-01-25 10:35
Malik Monk,SAC,Assists,2.5,DET,Standard,2026-01-25 10:35
Isaiah Joe,OKC,3-PT,2.5,TOR,Standard,2026-01-25 10:35
Brandon Ingram,TOR,Turnovers,2.5,OKC,Standard,2026-01-25 10:35
Klay Thompson,DAL,3-PT,2.5,MIL,Standard,2026-01-25 10:35
AJ Green,MIL,Assists,2.5,DAL,Standard,2026-01-25 10:35
Ryan Rollins,MIL,Turnovers,2.5,DAL,Standard,2026-01-25 10:35
Victor Wembanyama,SAS,Turnovers,2.5,NOP,Standard,2026-01-25 10:35
Naz Reid,MIN,3-PT,2.5,GSW,Standard,2026-01-25 10:35
Mike Conley,MIN,Assists,2.5,GSW,Standard,2026-01-25 10:35
Chet Holmgren,OKC,Blocked Shots,2.5,TOR,Standard,2026-01-25 10:35
Ryan Rollins,MIL,3-PT,2.5,DAL,Standard,2026-01-25 10:35
Julian Champagnie,SAS,3-PT,2.5,NOP,Standard,2026-01-25 10:35
Naz Reid,MIN,Assists,2.5,GSW,Standard,2026-01-25 10:35
Victor Wembanyama,SAS,Dunks,2.0,NOP,Standard,2026-01-25 10:35
Chet Holmgren,OKC,Dunks,2.0,TOR,Standard,2026-01-25 10:35
Nic Claxton,BKN,Dunks,2.0,LAC,Standard,2026-01-25 10:35
Dwight Powell,DAL,Assists,1.5,MIL,Standard,2026-01-25 10:35
Ryan Rollins,MIL,Steals,1.5,DAL,Standard,2026-01-25 10:35
Saddiq Bey,NOP,3-PT,1.5,SAS,Standard,2026-01-25 10:35
Gary Harris,MIL,Assists,1.5,DAL,Standard,2026-01-25 10:35
Egor Dëmin,BKN,Turnovers,1.5,LAC,Standard,2026-01-25 10:35
Nic Claxton,BKN,Blocked Shots,1.5,LAC,Standard,2026-01-25 10:35
Max Christie,DAL,Turnovers,1.5,MIL,Standard,2026-01-25 10:35
Myles Turner,MIL,Assists,1.5,DAL,Standard,2026-01-25 10:35
P.J. Washington,DAL,Assists,1.5,MIL,Standard,2026-01-25 10:35
Harrison Barnes,SAS,3-PT,1.5,NOP,Standard,2026-01-25 10:35
Chet Holmgren,OKC,Turnovers,1.5,TOR,Standard,2026-01-25 10:35
Rudy Gobert,MIN,Assists,1.5,GSW,Standard,2026-01-25 10:35
Jaden McDaniels,MIN,Turnovers,1.5,GSW,Standard,2026-01-25 10:35
Luke Kornet,SAS,Assists,1.5,NOP,Standard,2026-01-25 10:35
Jeremiah Fears,NOP,Turnovers,1.5,SAS,Standard,2026-01-25 10:35
Buddy Hield,GSW,3-PT,1.5,MIN,Standard,2026-01-25 10:35
Mike Conley,MIN,Rebounds,1.5,GSW,Standard,2026-01-25 10:35
Nic Claxton,BKN,Turnovers,1.5,LAC,Standard,2026-01-25 10:35
Duncan Robinson,DET,Assists,1.5,SAC,Standard,2026-01-25 10:35
Kel'el Ware,MIA,Dunks,1.5,PHX,Standard,2026-01-25 10:35
Simone Fontecchio,MIA,Assists,1.5,PHX,Standard,2026-01-25 10:35
Bam Adebayo,MIA,3-PT,1.5,PHX,Standard,2026-01-25 10:35
Cade Cunningham,DET,3-PT,1.5,SAC,Standard,2026-01-25 10:35
DeMar DeRozan,SAC,Turnovers,1.5,DET,Standard,2026-01-25 10:35
Jalen Duren,DET,Assists,1.5,SAC,Standard,2026-01-25 10:35
Collin Gillespie,PHX,Steals,1.5,MIA,Standard,2026-01-25 10:35
Davion Mitchell,MIA,Turnovers,1.5,PHX,Standard,2026-01-25 10:35
Cedric Coward,MEM,Turnovers,1.5,DEN,Standard,2026-01-25 10:35
Cedric Coward,MEM,3-PT,1.5,DEN,Standard,2026-01-25 10:35
Jaren Jackson,MEM,Blocked Shots,1.5,DEN,Standard,2026-01-25 10:35
Jalen Pickett,DEN,Turnovers,1.5,MEM,Standard,2026-01-25 10:35
Cam Spencer,MEM,Turnovers,1.5,DEN,Standard,2026-01-25 10:35
Shai Gilgeous-Alexander,OKC,3-PT,1.5,TOR,Standard,2026-01-25 10:35
Ausar Thompson,DET,Steals,1.5,SAC,Standard,2026-01-25 10:35
Isaiah Stewart,DET,Blocked Shots,1.5,SAC,Standard,2026-01-25 10:35
Luke Kornet,SAS,Turnovers,0.5,NOP,Standard,2026-01-25 10:35
Harrison Barnes,SAS,Turnovers,0.5,NOP,Standard,2026-01-25 10:35
Harrison Barnes,SAS,Steals,0.5,NOP,Standard,2026-01-25 10:35
Jeremiah Fears,NOP,Steals,0.5,SAS,Standard,2026-01-25 10:35
Derik Queen,NOP,Dunks,0.5,SAS,Standard,2026-01-25 10:35
Jaden McDaniels,MIN,Dunks,0.5,GSW,Standard,2026-01-25 10:35
Brandon Williams,DAL,Steals,0.5,MIL,Standard,2026-01-25 10:35
AJ Green,MIL,Steals,0.5,DAL,Standard,2026-01-25 10:35
Cole Anthony,MIL,Steals,0.5,DAL,Standard,2026-01-25 10:35
Cooper Flagg,DAL,Blocked Shots,0.5,MIL,Standard,2026-01-25 10:35
Dwight Powell,DAL,Turnovers,0.5,MIL,Standard,2026-01-25 10:35
Kyle Kuzma,MIL,Blocked Shots,0.5,DAL,Standard,2026-01-25 10:35
Myles Turner,MIL,Steals,0.5,DAL,Standard,2026-01-25 10:35
Gary Trent,MIL,Turnovers,0.5,DAL,Standard,2026-01-25 10:35
Al Horford,GSW,Blocked Shots,0.5,MIN,Standard,2026-01-25 10:35
Quinten Post,GSW,Turnovers,0.5,MIN,Standard,2026-01-25 10:35
Jaden McDaniels,MIN,Blocked Shots,0.5,GSW,Standard,2026-01-25 10:35
Buddy Hield,GSW,Steals,0.5,MIN,Standard,2026-01-25 10:35
Al Horford,GSW,Steals,0.5,MIN,Standard,2026-01-25 10:35
Naz Reid,MIN,Blocked Shots,0.5,GSW,Standard,2026-01-25 10:35
Anthony Edwards,MIN,Dunks,0.5,GSW,Standard,2026-01-25 10:35
Jaylen Wells,MEM,Steals,0.5,DEN,Standard,2026-01-25 10:35
Brandon Ingram,TOR,Steals,0.5,OKC,Standard,2026-01-25 10:35
Brandon Ingram,TOR,Blocked Shots,0.5,OKC,Standard,2026-01-25 10:35
Aaron Wiggins,OKC,Blocked Shots,0.5,TOR,Standard,2026-01-25 10:35
Isaiah Joe,OKC,Steals,0.5,TOR,Standard,2026-01-25 10:35
Shai Gilgeous-Alexander,OKC,Blocked Shots,0.5,TOR,Standard,2026-01-25 10:35
Jock Landale,MEM,Blocked Shots,0.5,DEN,Standard,2026-01-25 10:35
Jock Landale,MEM,Steals,0.5,DEN,Standard,2026-01-25 10:35
Vince Williams,MEM,Steals,0.5,DEN,Standard,2026-01-25 10:35
John Konchar,MEM,3-PT,0.5,DEN,Standard,2026-01-25 10:35
DeMar DeRozan,SAC,3-PT,0.5,DET,Standard,2026-01-25 10:35
Isaiah Stewart,DET,Dunks,0.5,SAC,Standard,2026-01-25 10:35
Bam Adebayo,MIA,Blocked Shots,0.5,PHX,Standard,2026-01-25 10:35
Andrew Wiggins,MIA,Blocked Shots,0.5,PHX,Standard,2026-01-25 10:35
Jaime Jaquez,MIA,3-PT,0.5,PHX,Standard,2026-01-25 10:35
Cade Cunningham,DET,Dunks,0.5,SAC,Standard,2026-01-25 10:35
Isaiah Stewart,DET,3-PT,0.5,SAC,Standard,2026-01-25 10:35
Dennis Schröder,SAC,Steals,0.5,DET,Standard,2026-01-25 10:35
Cade Cunningham,DET,Blocked Shots,0.5,SAC,Standard,2026-01-25 10:35
Malik Monk,SAC,Steals,0.5,DET,Standard,2026-01-25 10:35
Ausar Thompson,DET,Blocked Shots,0.5,SAC,Standard,2026-01-25 10:35
Drake Powell,BKN,Steals,0.5,LAC,Standard,2026-01-25 10:35
Nic Claxton,BKN,Steals,0.5,LAC,Standard,2026-01-25 10:35
John Collins,LAC,Steals,0.5,BKN,Standard,2026-01-25 10:35
Day'Ron Sharpe,BKN,Dunks,0.5,LAC,Standard,2026-01-25 10:35
